0,0,0,0,0,0,0,0,2R,2R,0,0,0,2R,2R,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2R,0,9,0,2R,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2R,0,0,0,2R,0,0,0,0,0,0,0,0,0
0,0,0,0,2R,2R,2R,2R,2R,2R,44N1,0,0,2R,2R,2R,2R,2R,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,31,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,1,1,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,62,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,1,1,1,1,1,1,1,0,5,0,0,2R,2R,2R,0,0,0,0
0,0,0,0,2R,62,0,0,0,0,0,0,0,0,0,0,0,31,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,1,1,0,0,0,0,8,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,1,0,0,1,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,1,0,0,1,0,0,0,2R,0,0,0,0
0,0,0,0,2R,0,0,0,0,0,0,0,1,1,0,0,0,0,2R,0,0,0,0
0,0,0,0,2R,2R,2R,2R,2R,2R,2R,2R,2R,2R,2R,2R,2R,2R,2R,0,0,0,0
