0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,2B,1,2G,1,2R,1,2B,1,2G,1,2R,1,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,2R,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,2B,0,0,0,0,0,0,0,0,0,1,7R,7R,7G,7G,7G,7B,7B,1,0,0,0,0,0,0
0,0,0,0,0,2G,0,0,0,0,1,0,0,0,0,1,7R,7R,7G,7G,7G,7B,7B,1,0,0,0,0,0,0
0,0,0,0,0,2R,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,2B,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,2G,0,0,0,0,0,0,0,0,0,2R,0,0,0,0,0,0,0,2B,0,0,0,0,0,0
0,0,0,0,0,2R,0,0,0,0,0,0,0,0,0,2G,0,0,0,0,0,0,0,2R,0,0,0,0,0,0
0,0,0,0,0,2B,0,0,0,0,0,0,0,0,0,2B,0,2R,0,2G,0,2B,0,2G,0,0,0,0,0,0
0,0,0,0,0,2G,0,0,1,1,1,0,0,0,0,2R,0,0,0,0,0,0,0,2B,0,0,0,0,0,0
0,0,0,0,0,2R,0,0,0,0,0,0,0,0,0,2G,0,0,0,0,0,0,0,2R,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2B,0,0,0,0,0,0,0,2G,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2R,2B,0,2G,0,2R,0,2G,2B,0,0,0,0,0,0
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2G,0,0,0,5,0,0,0,2R,0,0,0,0,0,0
0,1,0,0,0,0,7B,0,0,0,1,0,0,0,0,2B,0,0,0,0,0,0,0,2G,0,0,0,0,0,0
0,1,0,8,0,0,7B,0,0,0,1,1,0,0,0,2R,0,0,0,0,0,0,0,2B,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2G,0,2B,0,2R,0,2G,0,2R,0,0,0,0,0,0
0,1,0,1,0,0,7G,0,0,0,0,0,0,0,0,2B,0,0,0,0,0,0,0,2G,0,0,0,0,0,0
0,1,0,0,0,0,7G,0,0,0,0,0,0,1,1,2R,0,0,0,0,0,0,0,2B,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2G,0,0,0,0,0,0,0,2R,0,0,0,0,0,0
0,1,0,0,0,0,7R,0,0,0,0,1,0,0,0,2B,2R,0,2B,0,2G,0,2R,2G,1,1,1,1,1,0
0,1,0,0,0,0,7R,0,2R,2G,2B,0,0,0,0,2R,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2G,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2B,0,0,0,0,0,0,0,0,0,0,9,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2B,2G,2R,2B,2G,2R,2B,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
