1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1
1,0,0,1,0,0,0,0,1,1,1,1,44P0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,0,44P1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,32,0,1,0,0,43P0,0,0,1,0,0,1,0,0,1
1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,30,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,1,1,44P1,0,0,1,1
1,1,1,1,0,0,43P4,0,0,1,0,0,0,0,0,0,0,31,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,44P2,0,0,1,1,1,1,1,1,1
1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,34,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,1,1,0,0,0,0,0,1,0,0,41P3,0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,9,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,44P5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,33,0,1,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
