1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7R,7R,7R,1,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
1,2G,2G,2G,2G,2G,0,0,0,2G,1,0,0,0,0,0,0,0,2G,2G,0,2G,2G,0,0,0,1
1,2G,0,0,0,0,0,0,0,0,7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2G,0,0,0,0,0,7B,0,0,7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2G,0,0,0,0,0,0,0,0,7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2G,0,0,0,0,0,0,0,0,7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2G,2G,2G,2G,2G,2G,2G,2G,2G,7B,0,0,7B,7B,7B,7B,7B,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2G,2G,2G,2G,2G,2G,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2G,31,0,2G,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2G,0,0,2G,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2G,0,0,2G,0,0,1
1,0,0,0,0,0,0,0,0,0,0,7B,7B,7B,7B,7B,7B,7B,0,0,2G,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2G,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2G,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2G,0,0,0,0,61,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2B,2B,2B,2B,2B,2B,2B,2B,2B,2B,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,2R,2R,2R,2R,2R,2R,2R,2R,2R,2R
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0,0,2R
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2R,0,0,0,0,0,2R
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7B,2R,0,0,0,2R,0,9,0,2R
1,0,0,0,0,0,0,7B,0,0,0,7B,0,0,0,0,41P1,7B,2R,0,0,0,2R,0,0,0,2R
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2R,2R,2R,2R,2R,2R,2R,2R,2R
