1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,61,0,0,0,1,0,0,0,1,1,31,1,0,0,0,1
1,1,1,1,1,1,1,0,1,0,9,0,1,1,0,1,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
1,0,0,0,44P0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,1,0,44P1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,1,0,1,0,1,0,8,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
1,0,0,0,1,0,1,30,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
